"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","apm:apmNumber","apm:apmYear","apm:beginningBatesNumber","apm:endingBatesNumber","apm:startImage","apm:endImage","apm:boxSequence","apm:documentType","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
250342,"GMD042607.pdf","GMD042607.pdf","All Participant Memos","APMs","All Participant Memos","","95-30 - 1995","95-30","1995","APMS-0005-1223","APMS-0005-1227","1","5","505","APMs","","GMD042607","1"
9407206,"GMD042610.pdf","GMD042610.pdf","All Participant Memos","APMs","All Participant Memos","","96-6 - 1996","96-6","1996","APMS-0005-1243","APMS-0005-1460","1","218","508","APMs","","GMD042610","1"
384173,"GMD042614.pdf","GMD042614.pdf","All Participant Memos","APMs","All Participant Memos","","96-10 - 1996","96-10","1996","APMS-0005-1481","APMS-0005-1491","1","11","512","APMs","","GMD042614","1"
674839,"GMD042615.pdf","GMD042615.pdf","All Participant Memos","APMs","All Participant Memos","","96-11 - 1996","96-11","1996","APMS-0005-1492","APMS-0005-1510","1","19","513","APMs","","GMD042615","1"
334810,"GMD042618.pdf","GMD042618.pdf","All Participant Memos","APMs","All Participant Memos","","96-14 - 1996","96-14","1996","APMS-0005-1513","APMS-0005-1521","1","9","516","APMs","","GMD042618","1"
83997,"GMD042619.pdf","GMD042619.pdf","All Participant Memos","APMs","All Participant Memos","","96-15 - 1996","96-15","1996","APMS-0005-1522","APMS-0005-1523","1","2","517","APMs","","GMD042619","1"
177299,"GMD042622.pdf","GMD042622.pdf","All Participant Memos","APMs","All Participant Memos","","96-18 - 1996","96-18","1996","APMS-0005-1526","APMS-0005-1530","1","5","520","APMs","","GMD042622","1"
71065,"GMD042577.pdf","GMD042577.pdf","All Participant Memos","APMs","All Participant Memos","","94-23 - 1994","94-23","1994","APMS-0005-0889","APMS-0005-0890","1","2","475","APMs","","GMD042577","1"
264634,"GMD042625.pdf","GMD042625.pdf","All Participant Memos","APMs","All Participant Memos","","96-21 - 1996","96-21","1996","APMS-0005-1546","APMS-0005-1552","1","7","523","APMs","","GMD042625","1"
138279,"GMD042631.pdf","GMD042631.pdf","All Participant Memos","APMs","All Participant Memos","","96-27 - 1996","96-27","1996","APMS-0005-1944","APMS-0005-1946","1","3","529","APMs","","GMD042631","1"
73968,"GMD042564.pdf","GMD042564.pdf","All Participant Memos","APMs","All Participant Memos","","94-10 - 1994","94-10","1994","APMS-0005-0728","APMS-0005-0729","1","2","462","APMs","","GMD042564","1"
185347,"GMD042611.pdf","GMD042611.pdf","All Participant Memos","APMs","All Participant Memos","","96-7 - 1996","96-7","1996","APMS-0005-1461","APMS-0005-1470","1","10","509","APMs","","GMD042611","1"
40590,"GMD042678.pdf","GMD042678.pdf","All Participant Memos","APMs","All Participant Memos","","97-40 - 1997","97-40","1997","APMS-0005-2434","APMS-0005-2434","1","1","576","APMs","","GMD042678","1"
90558,"GMD042557.pdf","GMD042557.pdf","All Participant Memos","APMs","All Participant Memos","","94-3 - 1994","94-3","1994","APMS-0005-0666","APMS-0005-0668","1","3","455","APMs","","GMD042557","1"
466411,"GMD042602.pdf","GMD042602.pdf","All Participant Memos","APMs","All Participant Memos","","95-25 - 1995","95-25","1995","APMS-0005-1165","APMS-0005-1178","1","14","500","APMs","","GMD042602","1"
77860,"GMD042531.pdf","GMD042531.pdf","All Participant Memos","APMs","All Participant Memos","","92-26 - 1992","92-26","1992","APMS-0005-0398","APMS-0005-0399","1","2","429","APMs","","GMD042531","1"
88816,"GMD042541.pdf","GMD042541.pdf","All Participant Memos","APMs","All Participant Memos","","93-8 - 1993","93-8","1993","APMS-0005-0485","APMS-0005-0486","1","2","439","APMs","","GMD042541","1"
845563,"GMD042576.pdf","GMD042576.pdf","All Participant Memos","APMs","All Participant Memos","","94-22 - 1994","94-22","1994","APMS-0005-0860","APMS-0005-0888","1","29","474","APMs","","GMD042576","1"
653770,"GMD042586.pdf","GMD042586.pdf","All Participant Memos","APMs","All Participant Memos","","95-9 - 1995","95-9","1995","APMS-0005-0975","APMS-0005-0994","1","20","484","APMs","","GMD042586","1"
28852,"GMD042620.pdf","GMD042620.pdf","All Participant Memos","APMs","All Participant Memos","","96-16 - 1996","96-16","1996","APMS-0005-1524","APMS-0005-1524","1","1","518","APMs","","GMD042620","1"
47297,"GMD042674.pdf","GMD042674.pdf","All Participant Memos","APMs","All Participant Memos","","97-36 - 1997","97-36","1997","APMS-0005-2429","APMS-0005-2429","1","1","572","APMs","","GMD042674","1"
151533,"GMD042649.pdf","GMD042649.pdf","All Participant Memos","APMs","All Participant Memos","","97-11 - 1997","97-11","1997","APMS-0005-2146","APMS-0005-2149","1","4","547","APMs","","GMD042649","1"
215879,"GMD042653.pdf","GMD042653.pdf","All Participant Memos","APMs","All Participant Memos","","97-15 - 1997","97-15","1997","APMS-0005-2180","APMS-0005-2185","1","6","551","APMs","","GMD042653","1"
141398,"GMD042657.pdf","GMD042657.pdf","All Participant Memos","APMs","All Participant Memos","","97-19 - 1997","97-19","1997","APMS-0005-2211","APMS-0005-2213","1","3","555","APMs","","GMD042657","1"
23398,"GMD042663.pdf","GMD042663.pdf","All Participant Memos","APMs","All Participant Memos","","97-25 - 1997","97-25","1997","APMS-0005-2272","APMS-0005-2272","1","1","561","APMs","","GMD042663","1"
2838391,"GMD042668.pdf","GMD042668.pdf","All Participant Memos","APMs","All Participant Memos","","97-30 - 1997","97-30","1997","APMS-0005-2290","APMS-0005-2338","1","49","566","APMs","","GMD042668","1"
48584,"GMD042670.pdf","GMD042670.pdf","All Participant Memos","APMs","All Participant Memos","","97-32 - 1997","97-32","1997","APMS-0005-2360","APMS-0005-2360","1","1","568","APMs","","GMD042670","1"
1983360,"GMD042673.pdf","GMD042673.pdf","All Participant Memos","APMs","All Participant Memos","","97-35 - 1997","97-35","1997","APMS-0005-2387","APMS-0005-2428","1","42","571","APMs","","GMD042673","1"
91440,"GMD042677.pdf","GMD042677.pdf","All Participant Memos","APMs","All Participant Memos","","97-39 - 1997","97-39","1997","APMS-0005-2432","APMS-0005-2433","1","2","575","APMs","","GMD042677","1"
20448239,"GMD042681.pdf","GMD042681.pdf","All Participant Memos","APMs","All Participant Memos","","GNMA Compliance Testinig Policies and Procedures Manual - Volume 1 of 2 - 1995","GNMA Compliance Testinig Policies and Procedures Manual - Volume 1 of 2","1995","APMS-0006-0001","APMS-0006-0597","1","597","579","APMs","","GMD042681","1"
17376,"GMD042685.pdf","GMD042685.pdf","All Participant Memos","APMs","All Participant Memos","","3 - 2210.3 REV 8, Contents","3","2210.3 REV 8, Contents","APMS-0006-0756","APMS-0006-0757","1","2","583","APMs","","GMD042685","1"
14502,"GMD042689.pdf","GMD042689.pdf","All Participant Memos","APMs","All Participant Memos","","7 - 2210.3 REV 8, Contents","7","2210.3 REV 8, Contents","APMS-0006-0805","APMS-0006-0805","1","1","587","APMs","","GMD042689","1"
132240,"GMD042623.pdf","GMD042623.pdf","All Participant Memos","APMs","All Participant Memos","","96-19 - 1996","96-19","1996","APMS-0005-1531","APMS-0005-1533","1","3","521","APMs","","GMD042623","1"
45982,"GMD042626.pdf","GMD042626.pdf","All Participant Memos","APMs","All Participant Memos","","96-22 - 1996","96-22","1996","APMS-0005-1553","APMS-0005-1553","1","1","524","APMs","","GMD042626","1"
4495411,"GMD042627.pdf","GMD042627.pdf","All Participant Memos","APMs","All Participant Memos","","96-23 - 1996","96-23","1996","APMS-0005-1554","APMS-0005-1655","1","102","525","APMs","","GMD042627","1"
11624088,"GMD042629.pdf","GMD042629.pdf","All Participant Memos","APMs","All Participant Memos","","96-25 - 1996","96-25","1996","APMS-0005-1659","APMS-0005-1939","1","281","527","APMs","","GMD042629","1"
130480,"GMD042630.pdf","GMD042630.pdf","All Participant Memos","APMs","All Participant Memos","","96-26 - 1996","96-26","1996","APMS-0005-1940","APMS-0005-1943","1","4","528","APMs","","GMD042630","1"
74569,"GMD042633.pdf","GMD042633.pdf","All Participant Memos","APMs","All Participant Memos","","96-29 - 1996","96-29","1996","APMS-0005-1949","APMS-0005-1950","1","2","531","APMs","","GMD042633","1"
91158,"GMD042634.pdf","GMD042634.pdf","All Participant Memos","APMs","All Participant Memos","","96-30 - 1996","96-30","1996","APMS-0005-1951","APMS-0005-1952","1","2","532","APMs","","GMD042634","1"
133553,"GMD042637.pdf","GMD042637.pdf","All Participant Memos","APMs","All Participant Memos","","RPB Reporting - 1996","RPB Reporting","1996","APMS-0005-1971","APMS-0005-1974","1","4","535","APMs","","GMD042637","1"
372762,"GMD042638.pdf","GMD042638.pdf","All Participant Memos","APMs","All Participant Memos","","Issuing Securities - 1996","Issuing Securities","1996","APMS-0005-1975","APMS-0005-1986","1","12","536","APMs","","GMD042638","1"
631441,"GMD042641.pdf","GMD042641.pdf","All Participant Memos","APMs","All Participant Memos","","97-3 - 1997","97-3","1997","APMS-0005-2020","APMS-0005-2036","1","17","539","APMs","","GMD042641","1"
1223745,"GMD042642.pdf","GMD042642.pdf","All Participant Memos","APMs","All Participant Memos","","97-4 - 1997","97-4","1997","APMS-0005-2037","APMS-0005-2063","1","27","540","APMs","","GMD042642","1"
27669,"GMD042645.pdf","GMD042645.pdf","All Participant Memos","APMs","All Participant Memos","","97-7 - 1997","97-7","1997","APMS-0005-2096","APMS-0005-2096","1","1","543","APMs","","GMD042645","1"
379610,"GMD042646.pdf","GMD042646.pdf","All Participant Memos","APMs","All Participant Memos","","97-8 - 1997","97-8","1997","APMS-0005-2097","APMS-0005-2108","1","12","544","APMs","","GMD042646","1"
457266,"GMD042651.pdf","GMD042651.pdf","All Participant Memos","APMs","All Participant Memos","","97-13 - 1997","97-13","1997","APMS-0005-2163","APMS-0005-2175","1","13","549","APMs","","GMD042651","1"
444641,"GMD042655.pdf","GMD042655.pdf","All Participant Memos","APMs","All Participant Memos","","97-17 - 1997","97-17","1997","APMS-0005-2197","APMS-0005-2209","1","13","553","APMs","","GMD042655","1"
136106,"GMD042659.pdf","GMD042659.pdf","All Participant Memos","APMs","All Participant Memos","","97-21 - 1997","97-21","1997","APMS-0005-2236","APMS-0005-2240","1","5","557","APMs","","GMD042659","1"
456868,"GMD042666.pdf","GMD042666.pdf","All Participant Memos","APMs","All Participant Memos","","97-28 - 1997","97-28","1997","APMS-0005-2276","APMS-0005-2288","1","13","564","APMs","","GMD042666","1"
111553,"GMD042672.pdf","GMD042672.pdf","All Participant Memos","APMs","All Participant Memos","","97-34 - 1997","97-34","1997","APMS-0005-2384","APMS-0005-2386","1","3","570","APMs","","GMD042672","1"
25698,"GMD042676.pdf","GMD042676.pdf","All Participant Memos","APMs","All Participant Memos","","97-38 - 1997","97-38","1997","APMS-0005-2431","APMS-0005-2431","1","1","574","APMs","","GMD042676","1"
9922788,"GMD042680.pdf","GMD042680.pdf","All Participant Memos","APMs","All Participant Memos","","Appendix - 1991","Appendix","1991","APMS-0005-2436","APMS-0005-2709","1","274","578","APMs","","GMD042680","1"
4188420,"GMD042684.pdf","GMD042684.pdf","All Participant Memos","APMs","All Participant Memos","","2 - 2210.3 REV 8, Contents","2","2210.3 REV 8, Contents","APMS-0006-0639","APMS-0006-0755","1","117","582","APMs","","GMD042684","1"
12647,"GMD042688.pdf","GMD042688.pdf","All Participant Memos","APMs","All Participant Memos","","6 - 2210.3 REV 8, Contents","6","2210.3 REV 8, Contents","APMS-0006-0804","APMS-0006-0804","1","1","586","APMs","","GMD042688","1"
25698,"GMD041733.pdf","GMD041733.pdf","All Participant Memos","APMs","All Participant Memos","","97-38 - 1997","97-38","","APMS-0005-2431","APMS-0005-2431","1","1","574","APMs","","GMD041733","1"
5427354,"GMD041743.pdf","GMD041743.pdf","All Participant Memos","APMs","All Participant Memos","","1972","","1972","APMS-0001-0224","APMS-0001-0363","1","140","186","APMs","","GMD041743","1"
945523,"GMD041747.pdf","GMD041747.pdf","All Participant Memos","APMs","All Participant Memos","","1976","","1976","APMS-0001-0602","APMS-0001-0635","1","34","190","APMs","","GMD041747","1"
10887620,"GMD041751.pdf","GMD041751.pdf","All Participant Memos","APMs","All Participant Memos","","1980","","1980","APMS-0001-1299","APMS-0001-1613","1","315","194","APMs","","GMD041751","1"
19288785,"GMD041755.pdf","GMD041755.pdf","All Participant Memos","APMs","All Participant Memos","","1984","","1984","APMS-0001-2140","APMS-0001-2608","1","469","198","APMs","","GMD041755","1"
1819858,"GMD041759.pdf","GMD041759.pdf","All Participant Memos","APMs","All Participant Memos","","1988","","1988","APMS-0001-2987","APMS-0001-3044","1","58","202","APMs","","GMD041759","1"
330473,"GMD041763.pdf","GMD041763.pdf","All Participant Memos","APMs","All Participant Memos","","9102 - 1991","9102","1991","APMS-0002-0002","APMS-0002-0006","1","6","206","APMs","","GMD041763","1"
564041,"GMD041767.pdf","GMD041767.pdf","All Participant Memos","APMs","All Participant Memos","","9106 - 1991","9106","1991","APMS-0002-0015","APMS-0002-0028","1","14","210","APMs","","GMD041767","1"
174813,"GMD041771.pdf","GMD041771.pdf","All Participant Memos","APMs","All Participant Memos","","9109 - 1991","9109","1991","APMS-0002-0044","APMS-0002-0050","1","7","214","APMs","","GMD041771","1"
178702,"GMD041775.pdf","GMD041775.pdf","All Participant Memos","APMs","All Participant Memos","","9113 - 1991","9113","1991","APMS-0002-0082","APMS-0002-0089","1","8","218","APMs","","GMD041775","1"
95965,"GMD041783.pdf","GMD041783.pdf","All Participant Memos","APMs","All Participant Memos","","9121 - 1991","9121","1991","APMS-0002-0363","APMS-0002-0364","1","2","226","APMs","","GMD041783","1"
86341,"GMD041791.pdf","GMD041791.pdf","All Participant Memos","APMs","All Participant Memos","","9207 - 1992","9207","1992","APMS-0002-0483","APMS-0002-0484","1","2","234","APMs","","GMD041791","1"
80198,"GMD041795.pdf","GMD041795.pdf","All Participant Memos","APMs","All Participant Memos","","9211 - 1992","9211","1992","APMS-0002-0526","APMS-0002-0527","1","2","238","APMs","","GMD041795","1"
117554,"GMD041796.pdf","GMD041796.pdf","All Participant Memos","APMs","All Participant Memos","","9212 - 1992","9212","1992","APMS-0002-0528","APMS-0002-0530","1","3","239","APMs","","GMD041796","1"
158688,"GMD041799.pdf","GMD041799.pdf","All Participant Memos","APMs","All Participant Memos","","9215 - 1992","9215","1992","APMS-0002-0593","APMS-0002-0599","1","7","242","APMs","","GMD041799","1"
233011,"GMD041805.pdf","GMD041805.pdf","All Participant Memos","APMs","All Participant Memos","","9221 - 1992","9221","1992","APMS-0002-0632","APMS-0002-0637","1","6","248","APMs","","GMD041805","1"
238694,"GMD041809.pdf","GMD041809.pdf","All Participant Memos","APMs","All Participant Memos","","9225 - 1992","9225","1992","APMS-0002-0744","APMS-0002-0749","1","6","252","APMs","","GMD041809","1"
76473,"GMD041813.pdf","GMD041813.pdf","All Participant Memos","APMs","All Participant Memos","","9301 - 1993","9301","1993","APMS-0002-0756","APMS-0002-0757","1","2","256","APMs","","GMD041813","1"
2069856,"GMD041817.pdf","GMD041817.pdf","All Participant Memos","APMs","All Participant Memos","","9305 - 1993","9305","1993","APMS-0002-0765","APMS-0002-0827","1","63","260","APMs","","GMD041817","1"
56059,"GMD041821.pdf","GMD041821.pdf","All Participant Memos","APMs","All Participant Memos","","9309 - 1993","9309","1993","APMS-0002-0836","APMS-0002-0836","1","1","264","APMs","","GMD041821","1"
90469,"GMD041829.pdf","GMD041829.pdf","All Participant Memos","APMs","All Participant Memos","","9318 - 1993","9318","1993","APMS-0002-0900","APMS-0002-0901","1","2","273","APMs","","GMD041829","1"
38608,"GMD041833.pdf","GMD041833.pdf","All Participant Memos","APMs","All Participant Memos","","9401 - 1994","9401","1994","APMS-0002-0907","APMS-0002-0907","1","1","277","APMs","","GMD041833","1"
50239,"GMD041837.pdf","GMD041837.pdf","All Participant Memos","APMs","All Participant Memos","","9405 - 1994","9405","1994","APMS-0002-0922","APMS-0002-0922","1","1","281","APMs","","GMD041837","1"
44422,"GMD041841.pdf","GMD041841.pdf","All Participant Memos","APMs","All Participant Memos","","9409 - 1994","9409","1994","APMS-0002-0979","APMS-0002-0979","1","1","285","APMs","","GMD041841","1"
77119,"GMD041845.pdf","GMD041845.pdf","All Participant Memos","APMs","All Participant Memos","","9413 - 1994","9413","1994","APMS-0002-0996","APMS-0002-0997","1","2","289","APMs","","GMD041845","1"
2090826,"GMD041849.pdf","GMD041849.pdf","All Participant Memos","APMs","All Participant Memos","","9416 - 1994","9416","1994","APMS-0002-1013","APMS-0002-1067","1","55","292","APMs","","GMD041849","1"
267391,"GMD041853.pdf","GMD041853.pdf","All Participant Memos","APMs","All Participant Memos","","9420 - 1994","9420","1994","APMS-0002-1089","APMS-0002-1099","1","11","296","APMs","","GMD041853","1"
40805,"GMD041857.pdf","GMD041857.pdf","All Participant Memos","APMs","All Participant Memos","","9424 - 1994","9424","1994","APMS-0002-1135","APMS-0002-1135","1","1","300","APMs","","GMD041857","1"
123284,"GMD041861.pdf","GMD041861.pdf","All Participant Memos","APMs","All Participant Memos","","9504 - 1995","9504","1995","APMS-0002-1160","APMS-0002-1163","1","4","304","APMs","","GMD041861","1"
1283474,"GMD041865.pdf","GMD041865.pdf","All Participant Memos","APMs","All Participant Memos","","9508 - 1995","9508","1995","APMS-0002-1179","APMS-0002-1216","1","38","308","APMs","","GMD041865","1"
1393319,"GMD041873.pdf","GMD041873.pdf","All Participant Memos","APMs","All Participant Memos","","9516 - 1995","9516","1995","APMS-0002-1306","APMS-0002-1345","1","40","316","APMs","","GMD041873","1"
51506,"GMD041877.pdf","GMD041877.pdf","All Participant Memos","APMs","All Participant Memos","","9520 - 1995","9520","1995","APMS-0002-1384","APMS-0002-1384","1","1","320","APMs","","GMD041877","1"
211134,"GMD041881.pdf","GMD041881.pdf","All Participant Memos","APMs","All Participant Memos","","9524 - 1995","9524","1995","APMS-0002-1405","APMS-0002-1409","1","5","324","APMs","","GMD041881","1"
125624,"GMD041885.pdf","GMD041885.pdf","All Participant Memos","APMs","All Participant Memos","","9528 - 1995","9528","1995","APMS-0002-1427","APMS-0002-1430","1","4","328","APMs","","GMD041885","1"
820746,"GMD041889.pdf","GMD041889.pdf","All Participant Memos","APMs","All Participant Memos","","9532 - 1995","9532","1995","APMS-0002-1446","APMS-0002-1458","1","13","332","APMs","","GMD041889","1"
132958,"GMD041893.pdf","GMD041893.pdf","All Participant Memos","APMs","All Participant Memos","","9604 - 1996","9604","1996","APMS-0002-1471","APMS-0002-1474","1","4","336","APMs","","GMD041893","1"
133672,"GMD041897.pdf","GMD041897.pdf","All Participant Memos","APMs","All Participant Memos","","9608 - 1996","9608","1996","APMS-0002-1682","APMS-0002-1684","1","3","340","APMs","","GMD041897","1"
42630,"GMD041901.pdf","GMD041901.pdf","All Participant Memos","APMs","All Participant Memos","","9612 - 1996","9612","1996","APMS-0002-1733","APMS-0002-1733","1","1","344","APMs","","GMD041901","1"
323010,"GMD041903.pdf","GMD041903.pdf","All Participant Memos","APMs","All Participant Memos","","9614 - 1996","9614","1996","APMS-0002-1770","APMS-0002-1778","1","9","346","APMs","","GMD041903","1"
412982,"GMD041909.pdf","GMD041909.pdf","All Participant Memos","APMs","All Participant Memos","","9620 - 1996","9620","1996","APMS-0002-1794","APMS-0002-1806","1","13","352","APMs","","GMD041909","1"
94010,"GMD041913.pdf","GMD041913.pdf","All Participant Memos","APMs","All Participant Memos","","9624 - 1996","9624","1996","APMS-0002-1921","APMS-0002-1923","1","3","356","APMs","","GMD041913","1"
133253,"GMD041916.pdf","GMD041916.pdf","All Participant Memos","APMs","All Participant Memos","","9627 - 1996","9627","1996","APMS-0002-2211","APMS-0002-2214","1","4","359","APMs","","GMD041916","1"
1523066,"GMD041922.pdf","GMD041922.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 1980-990","Table of Contents","1980-990","APMS-0003-0001","APMS-0003-0035","1","35","1","APMs","","GMD041922","1"
2843610,"GMD041926.pdf","GMD041926.pdf","All Participant Memos","APMs","All Participant Memos","","1983","","1983","APMS-0003-0086","APMS-0003-0163","1","78","5","APMs","","GMD041926","1"
2603504,"GMD041930.pdf","GMD041930.pdf","All Participant Memos","APMs","All Participant Memos","","1987","","1987","APMS-0003-0276","APMS-0003-0369","1","94","9","APMs","","GMD041930","1"
65705,"GMD041938.pdf","GMD041938.pdf","All Participant Memos","APMs","All Participant Memos","","91-4 - 1991","91-4","1991","APMS-0003-0839","APMS-0003-0840","1","2","17","APMs","","GMD041938","1"
1351334,"GMD041744.pdf","GMD041744.pdf","All Participant Memos","APMs","All Participant Memos","","1973","","1973","APMS-0001-0364","APMS-0001-0405","1","42","187","APMs","","GMD041744","1"
6253015,"GMD041748.pdf","GMD041748.pdf","All Participant Memos","APMs","All Participant Memos","","1977","","1977","APMS-0001-0636","APMS-0001-0808","1","173","191","APMs","","GMD041748","1"
3188186,"GMD041752.pdf","GMD041752.pdf","All Participant Memos","APMs","All Participant Memos","","1981","","1981","APMS-0001-1614","APMS-0001-1677","1","64","195","APMs","","GMD041752","1"
5854596,"GMD041756.pdf","GMD041756.pdf","All Participant Memos","APMs","All Participant Memos","","1985","","1985","APMS-0001-2609","APMS-0001-2751","1","143","199","APMs","","GMD041756","1"
8466508,"GMD041760.pdf","GMD041760.pdf","All Participant Memos","APMs","All Participant Memos","","1989","","1989","APMS-0001-3045","APMS-0001-3271","1","227","203","APMs","","GMD041760","1"
101674,"GMD041764.pdf","GMD041764.pdf","All Participant Memos","APMs","All Participant Memos","","9103 - 1991","9103","1991","APMS-0002-0007","APMS-0002-0009","1","3","207","APMs","","GMD041764","1"
60987,"GMD041768.pdf","GMD041768.pdf","All Participant Memos","APMs","All Participant Memos","","9107 - 1991","9107","1991","APMS-0002-0029","APMS-0002-0030","1","2","211","APMs","","GMD041768","1"
316111,"GMD041772.pdf","GMD041772.pdf","All Participant Memos","APMs","All Participant Memos","","9110 - 1991","9110","1991","APMS-0002-0051","APMS-0002-0060","1","10","215","APMs","","GMD041772","1"
16533,"GMD041776.pdf","GMD041776.pdf","All Participant Memos","APMs","All Participant Memos","","9114 - 1991","9114","1991","APMS-0002-0090","APMS-0002-0090","1","1","219","APMs","","GMD041776","1"
182089,"GMD041780.pdf","GMD041780.pdf","All Participant Memos","APMs","All Participant Memos","","9118 - 1991","9118","1991","APMS-0002-0346","APMS-0002-0352","1","7","223","APMs","","GMD041780","1"
33974,"GMD041784.pdf","GMD041784.pdf","All Participant Memos","APMs","All Participant Memos","","9122 - 1991","9122","1991","APMS-0002-0365","APMS-0002-0365","1","1","227","APMs","","GMD041784","1"
194358,"GMD041788.pdf","GMD041788.pdf","All Participant Memos","APMs","All Participant Memos","","9204 - 1992","9204","1992","APMS-0002-0405","APMS-0002-0412","1","8","231","APMs","","GMD041788","1"
1356245,"GMD041792.pdf","GMD041792.pdf","All Participant Memos","APMs","All Participant Memos","","9208 - 1992","9208","1992","APMS-0002-0485","APMS-0002-0522","1","38","235","APMs","","GMD041792","1"
59630,"GMD041794.pdf","GMD041794.pdf","All Participant Memos","APMs","All Participant Memos","","9210 - 1992","9210","1992","APMS-0002-0525","APMS-0002-0525","1","1","237","APMs","","GMD041794","1"
89135,"GMD041800.pdf","GMD041800.pdf","All Participant Memos","APMs","All Participant Memos","","9216 - 1992","9216","1992","APMS-0002-0600","APMS-0002-0601","1","2","243","APMs","","GMD041800","1"
434020,"GMD041803.pdf","GMD041803.pdf","All Participant Memos","APMs","All Participant Memos","","9219 - 1992","9219","1992","APMS-0002-0607","APMS-0002-0622","1","16","246","APMs","","GMD041803","1"
638013,"GMD041806.pdf","GMD041806.pdf","All Participant Memos","APMs","All Participant Memos","","9222 - 1992","9222","1992","APMS-0002-0638","APMS-0002-0655","1","18","249","APMs","","GMD041806","1"
77696,"GMD041810.pdf","GMD041810.pdf","All Participant Memos","APMs","All Participant Memos","","9226 - 1992","9226","1992","APMS-0002-0750","APMS-0002-0751","1","2","253","APMs","","GMD041810","1"
58970,"GMD041814.pdf","GMD041814.pdf","All Participant Memos","APMs","All Participant Memos","","9302 - 1993","9302","1993","APMS-0002-0758","APMS-0002-0759","1","2","257","APMs","","GMD041814","1"
103410,"GMD041818.pdf","GMD041818.pdf","All Participant Memos","APMs","All Participant Memos","","9306 - 1993","9306","1993","APMS-0002-0828","APMS-0002-0830","1","3","261","APMs","","GMD041818","1"
59127,"GMD041822.pdf","GMD041822.pdf","All Participant Memos","APMs","All Participant Memos","","9310 - 1993","9310","1993","APMS-0002-0837","APMS-0002-0837","1","1","265","APMs","","GMD041822","1"
34192,"GMD041826.pdf","GMD041826.pdf","All Participant Memos","APMs","All Participant Memos","","9314 - 1993","9314","1993","APMS-0002-0883","APMS-0002-0883","1","1","269","APMs","","GMD041826","1"
87669,"GMD041830.pdf","GMD041830.pdf","All Participant Memos","APMs","All Participant Memos","","9319 - 1993","9319","1993","APMS-0002-0902","APMS-0002-0903","1","2","274","APMs","","GMD041830","1"
348387,"GMD041834.pdf","GMD041834.pdf","All Participant Memos","APMs","All Participant Memos","","9402 - 1994","9402","1994","APMS-0002-0908","APMS-0002-0917","1","10","278","APMs","","GMD041834","1"
2245873,"GMD041838.pdf","GMD041838.pdf","All Participant Memos","APMs","All Participant Memos","","9406 - 1994","9406","1994","APMS-0002-0923","APMS-0002-0972","1","50","282","APMs","","GMD041838","1"
121123,"GMD041842.pdf","GMD041842.pdf","All Participant Memos","APMs","All Participant Memos","","9410 - 1994","9410","1994","APMS-0002-0980","APMS-0002-0982","1","3","286","APMs","","GMD041842","1"
100841,"GMD041846.pdf","GMD041846.pdf","All Participant Memos","APMs","All Participant Memos","","9414 - 1994","9414","1994","APMS-0002-0998","APMS-0002-0999","1","2","290","APMs","","GMD041846","1"
97753,"GMD041850.pdf","GMD041850.pdf","All Participant Memos","APMs","All Participant Memos","","9417 - 1994","9417","1994","APMS-0002-1068","APMS-0002-1071","1","4","293","APMs","","GMD041850","1"
26772,"GMD041854.pdf","GMD041854.pdf","All Participant Memos","APMs","All Participant Memos","","9421 - 1994","9421","1994","APMS-0002-1100","APMS-0002-1100","1","1","297","APMs","","GMD041854","1"
75445,"GMD041858.pdf","GMD041858.pdf","All Participant Memos","APMs","All Participant Memos","","9501 - 1995","9501","1995","APMS-0002-1136","APMS-0002-1136X01","1","2","301","APMs","","GMD041858","1"
445541,"GMD041862.pdf","GMD041862.pdf","All Participant Memos","APMs","All Participant Memos","","9505 - 1995","9505","1995","APMS-0002-1164","APMS-0002-1176","1","13","305","APMs","","GMD041862","1"
653637,"GMD041866.pdf","GMD041866.pdf","All Participant Memos","APMs","All Participant Memos","","9509 - 1995","9509","1995","APMS-0002-1217","APMS-0002-1235","1","19","309","APMs","","GMD041866","1"
832550,"GMD041874.pdf","GMD041874.pdf","All Participant Memos","APMs","All Participant Memos","","9517 - 1995","9517","1995","APMS-0002-1346","APMS-0002-1367","1","22","317","APMs","","GMD041874","1"
450850,"GMD041878.pdf","GMD041878.pdf","All Participant Memos","APMs","All Participant Memos","","9521 - 1995","9521","1995","APMS-0002-1385","APMS-0002-1398","1","14","321","APMs","","GMD041878","1"
475243,"GMD041886.pdf","GMD041886.pdf","All Participant Memos","APMs","All Participant Memos","","9529 - 1995","9529","1995","APMS-0002-1431","APMS-0002-1443","1","13","329","APMs","","GMD041886","1"
324754,"GMD041890.pdf","GMD041890.pdf","All Participant Memos","APMs","All Participant Memos","","9601 - 1996","9601","1996","APMS-0002-1459","APMS-0002-1467","1","9","333","APMs","","GMD041890","1"
3878477,"GMD041894.pdf","GMD041894.pdf","All Participant Memos","APMs","All Participant Memos","","9605 - 1996","9605","1996","APMS-0002-1475","APMS-0002-1564","1","90","337","APMs","","GMD041894","1"
