"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","oipmroot:category","oipmroot:date","oipmroot:department","oipmroot:library","oipmroot:issuerNumber","oipmroot:issuerName","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
3407316,"GMD021612.pdf","GMD021612.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Southlake Cove Apartments FHA Project No. 061-35514 GNMA Pool No. 564053PN - Vineyard Pointe Apartments FHA Project No. 061-35513 GNMA Pool No. 536583PN","MISC","2006","","MLTF","","","","GMD021612","1"
26328910,"GMD021617.pdf","GMD021617.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Projects Under Construction Vol. 3 Griffin","MISC","6/20/2006","","MLTF","","","","GMD021617","1"
29779698,"GMD021618.pdf","GMD021618.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Final Deliverable for Contract Number: C-OPC-22484 - HUBZone Services Supporting Ginnie Mae New Issuer Application Process","MISC","4/12/2004","","MLTF","","","","GMD021618","1"
45097726,"GMD021619.pdf","GMD021619.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Remics","MISC","","","MLTF","","","","GMD021619","1"
53507968,"GMD021620.pdf","GMD021620.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GinnieNET 2020 Version 6.0 - Issuer Multifamily Training Guide","MISC","8/25/2004","","MLTF","","","","GMD021620","1"
21050314,"GMD021621.pdf","GMD021621.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2002 Forwards","MISC","2002","","MLTF","","","","GMD021621","1"
35373547,"GMD021622.pdf","GMD021622.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2003 Forwards","MISC","2003","","MLTF","","","","GMD021622","1"
5477564,"GMD021623.pdf","GMD021623.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","A Record of Excellence - Ginnie Mae Multifamily Program - CREF Conference February 2005","MISC","Feb-05","","MLTF","","","","GMD021623","1"
9777884,"GMD021624.pdf","GMD021624.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae 5500.3 Revision Requests","MISC","","","MLTF","","","","GMD021624","1"
366656815,"GMD021625.pdf","GMD021625.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Articles and Press Releases - Chronologically Filed","MISC","","","MLTF","","","","GMD021625","1"
1517672,"GMD021626.pdf","GMD021626.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","MMA Watch File","MISC","","","MLTF","","","","GMD021626","1"
73382705,"GMD021627.pdf","GMD021627.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Lockheed Contract - Contract Number: GNMA-99-PA-01","MISC","3/1/2006","","MLTF","","","","GMD021627","1"
8087664,"GMD021628.pdf","GMD021628.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","The Section 184 Indian Home Loan Guarantee Program - Annual Report - Fiscal Year 1996","MISC","1996","","MLTF","","","","GMD021628","1"
1580308,"GMD021629.pdf","GMD021629.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Inactive Users - July 2002","MISC","Jul-02","","MLTF","","","","GMD021629","1"
929329,"GMD021631.pdf","GMD021631.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Disbursement Vouchers 2003","MISC","2003","","MLTF","","","","GMD021631","1"
62414,"GMD021630.pdf","GMD021630.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GMAC Commercial Mortgage","MISC","1/23/2002","","MLTF","","","","GMD021630","1"
4897178,"GMD021632.pdf","GMD021632.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Early Payments 2003-2004","MISC","2003-2004","","MLTF","","","","GMD021632","1"
2806203,"GMD021633.pdf","GMD021633.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Debentures","MISC","5/3/2004","","MLTF","","","","GMD021633","1"
25540651,"GMD021634.pdf","GMD021634.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CSFB Multifamily Presentations","MISC","2004","","MLTF","","","","GMD021634","1"
45908329,"GMD021635.pdf","GMD021635.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CREF 2009 Presentations","MISC","2009","","MLTF","","","","GMD021635","1"
17769513,"GMD021636.pdf","GMD021636.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CREF 2008 Presentations","MISC","2008","","MLTF","","","","GMD021636","1"
17417851,"GMD021637.pdf","GMD021637.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CREF 2008 Handouts","MISC","2008","","MLTF","","","","GMD021637","1"
4827588,"GMD021645.pdf","GMD021645.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2007 Letters/Memos","MISC","2007","","MLTF","","","","GMD021645","1"
4994804,"GMD021646.pdf","GMD021646.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2006 Letters","MISC","2006","","MLTF","","","","GMD021646","1"
8259030,"GMD021647.pdf","GMD021647.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2005 Letters","MISC","2005","","MLTF","","","","GMD021647","1"
19517260,"GMD021648.pdf","GMD021648.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multiple Loan Pools 2","MISC","","","MLTF","","","","GMD021648","1"
14344293,"GMD021649.pdf","GMD021649.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Concentrance Consulting Group Reports - Folder 01","MISC","","","MLTF","","","","GMD021649","1"
4610290,"GMD021650.pdf","GMD021650.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Concentrance Consulting Group Reports - Folder 02","MISC","","","MLTF","","","","GMD021650","1"
17167699,"GMD021651.pdf","GMD021651.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Letters, Memos, Drafts and Reports - Various","MISC","2007","","MLTF","","","","GMD021651","1"
10159925,"GMD021652.pdf","GMD021652.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Letters and Memos 2012","MISC","2012","","MLTF","","","","GMD021652","1"
17709902,"GMD021653.pdf","GMD021653.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CREF Folders 2009","MISC","2009","","MLTF","","","","GMD021653","1"
4225625,"GMD021654.pdf","GMD021654.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Prudential Huntoon Paige Assoc. Review","MISC","2008","","MLTF","","","","GMD021654","1"
40763136,"GMD021638.pdf","GMD021638.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2005-2006 Excellence in Government Fellow","MISC","2005-2006","","MLTF","","","","GMD021638","1"
34677590,"GMD021639.pdf","GMD021639.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CSFB Multifamily Presentations 2003-2004","MISC","2003-2004","","MLTF","","","","GMD021639","1"
533742,"GMD021640.pdf","GMD021640.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Document Custodian Reviews","MISC","10/13/2005","","MLTF","","","","GMD021640","1"
2210942,"GMD021641.pdf","GMD021641.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Credit Sussie/First Boston","MISC","5/4/2004","","MLTF","","","","GMD021641","1"
7877441,"GMD021642.pdf","GMD021642.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Supp Loan Pools","MISC","","","MLTF","","","","GMD021642","1"
31517585,"GMD021643.pdf","GMD021643.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Annual Reports - Folder 01 - Various Years","MISC","","","MLTF","","","","GMD021643","1"
38644674,"GMD021644.pdf","GMD021644.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Annual Reports - Folder 02 - Various Years","MISC","","","MLTF","","","","GMD021644","1"
2055650,"GMD021661.pdf","GMD021661.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Budget Numbers to Maria","MISC","10/31/2005","","MLTF","","","","GMD021661","1"
13211487,"GMD021669.pdf","GMD021669.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Presentations - 2003","MISC","2003","","MLTF","","","","GMD021669","1"
16480949,"GMD021660.pdf","GMD021660.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Annual Assessment of Training Needs for Fiscal Year 2001","MISC","9/7/2000","","MLTF","","","","GMD021660","1"
23833907,"GMD021662.pdf","GMD021662.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","AMI Net Worth Documentation","MISC","2003-2002","","MLTF","","","","GMD021662","1"
3736735,"GMD021663.pdf","GMD021663.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Active/Inactive Issuer Figures","MISC","","","MLTF","","","","GMD021663","1"
40932618,"GMD021664.pdf","GMD021664.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Section 242 Hospital Pool Documents","MISC","","","MLTF","","","","GMD021664","1"
15873065,"GMD021665.pdf","GMD021665.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Miscellaneous Documents","MISC","","","MLTF","","","","GMD021665","1"
33649280,"GMD021666.pdf","GMD021666.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multiple Loan Pools","MISC","","","MLTF","","","","GMD021666","1"
35756359,"GMD021655.pdf","GMD021655.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Claims for Reimbursement","MISC","","","MLTF","","","","GMD021655","1"
14417928,"GMD021656.pdf","GMD021656.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Claims for Reimbursement - Background","MISC","5/1/1989","","MLTF","","","","GMD021656","1"
22507743,"GMD021657.pdf","GMD021657.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Documents related to P. Buckley","MISC","","","MLTF","","","","GMD021657","1"
4156637,"GMD021658.pdf","GMD021658.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Reimbursement Forms and Instructions","MISC","11/1/2002","","MLTF","","","","GMD021658","1"
35612597,"GMD021659.pdf","GMD021659.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Suburban Hillside Nursing Home Continued (2)","MISC","","","MLTF","","","","GMD021659","1"
36506785,"GMD021667.pdf","GMD021667.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Suburban Hillside Nursing Home - Folder 01","MISC","2005","","MLTF","","","","GMD021667","1"
18800985,"GMD021668.pdf","GMD021668.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Sale of Entire Current Coinsured Portfolio - February 4, 1991","MISC","2/4/1991","","MLTF","","","","GMD021668","1"
25409558,"GMD021670.pdf","GMD021670.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multiple Loan Pools","MISC","","","MLTF","","","","GMD021670","1"
6278221,"GMD021672.pdf","GMD021672.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Analysis of a Ginnie Mae Program Involving RHS Section 538 Guaranteed Rural Rental Housing Program Loans","MISC","11/1/2002","","MLTF","","","","GMD021672","1"
24956035,"GMD021671.pdf","GMD021671.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multiple Loan Pools - Folder 02","MISC","","","MLTF","","","","GMD021671","1"
5797724,"GMD021676.pdf","GMD021676.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Whole Loan REMICs","MISC","","","MLTF","","","","GMD021676","1"
703485,"GMD021673.pdf","GMD021673.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Federal Registar Vol 67 No 249 Friday, December 27, 2002 Notices","MISC","12/27/2002","","MLTF","","","","GMD021673","1"
4190818,"GMD021674.pdf","GMD021674.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Multifamily Program: A Record of Excellence","MISC","Feb-03","","MLTF","","","","GMD021674","1"
744004,"GMD021675.pdf","GMD021675.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Section 538 Guaranteed Rural Rental Housing Program (GRHHP) Brochure","MISC","","","MLTF","","","","GMD021675","1"
14781927,"GMD021677.pdf","GMD021677.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Rural Housing Service - Sample Delivery Package","MISC","","","MLTF","","","","GMD021677","1"
8305269,"GMD021678.pdf","GMD021678.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Rural Housing Service - Sample Custodial Package","MISC","","","MLTF","","","","GMD021678","1"
47023011,"GMD021679.pdf","GMD021679.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Rural Housing Service - Documents","MISC","1/17/2005","","MLTF","","","","GMD021679","1"
2944387,"GMD021680.pdf","GMD021680.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Whitehall Endorsement Panel","MISC","4/4/2003","","MLTF","","","","GMD021680","1"
1223545,"GMD021681.pdf","GMD021681.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Listing of Defaulted Issuers - September 1971 to Present","MISC","September 1971 to Present","","MLTF","","","","GMD021681","1"
7177885,"GMD021682.pdf","GMD021682.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Issuer Detail Report","MISC","2000","","MLTF","","","","GMD021682","1"
22596532,"GMD021683.pdf","GMD021683.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Sample FHA Multifamily Closing file","MISC","","","MLTF","","","","GMD021683","1"
136877290,"GMD021684.pdf","GMD021684.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Writing Performance Work Statements","MISC","2009","","MLTF","","","","GMD021684","1"
4532017,"GMD021685.pdf","GMD021685.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Imaged MF Files","MISC","2005","","MLTF","","","","GMD021685","1"
41288593,"GMD021686.pdf","GMD021686.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Prudential Hospital Loan","MISC","12/19/2008","","MLTF","","","","GMD021686","1"
22883419,"GMD021687.pdf","GMD021687.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Letters 2009 - 2008","MISC","2009-2008","","MLTF","","","","GMD021687","1"
15774035,"GMD021688.pdf","GMD021688.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2011 Credit Suisse Project Loan Symposium","MISC","May-11","","MLTF","","","","GMD021688","1"
17041966,"GMD021689.pdf","GMD021689.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Multifamily Program - CREF Conference - February 2009","MISC","Feb-09","","MLTF","","","","GMD021689","1"
6256290,"GMD021690.pdf","GMD021690.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Whole Loan REMIC Feasibility Study Draft August 7, 2003","MISC","8/7/2003","","MLTF","","","","GMD021690","1"
7292682,"GMD021691.pdf","GMD021691.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","BearingPoint Ginnie Mae Whole Loan REMIC Feasibility Study Draft May 8, 2003","MISC","5/8/2003","","MLTF","","","","GMD021691","1"
8540875,"GMD021692.pdf","GMD021692.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Whole Loan REMIC Feasibility Study","MISC","7/31/2003","","MLTF","","","","GMD021692","1"
16642390,"GMD021693.pdf","GMD021693.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Loan Buyout Overview","MISC","8/5/2003","","MLTF","","","","GMD021693","1"
17701594,"GMD021695.pdf","GMD021695.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Commitment Authority - May 2002","MISC","May-02","","MLTF","","","","GMD021695","1"
14252731,"GMD021694.pdf","GMD021694.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Lehman Ginnie Mae Whole Loan REMIC Proposal","MISC","5/22/2003","","MLTF","","","","GMD021694","1"
16136137,"GMD021696.pdf","GMD021696.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Procedures for the Sale of Multifamily Servicing by Ginnie Mae (On a Pool-by-Pool Basis)","MISC","","","MLTF","","","","GMD021696","1"
346463,"GMD021698.pdf","GMD021698.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Rural Development","MISC","","","MLTF","","","","GMD021698","1"
7406894,"GMD021697.pdf","GMD021697.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Hospital Sub File","MISC","11/28/2007","","MLTF","","","","GMD021697","1"
1321588,"GMD021699.pdf","GMD021699.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae BC/COOP File","MISC","11/30/2008","","MLTF","","","","GMD021699","1"
4589981,"GMD021700.pdf","GMD021700.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Rural Development Subject File","MISC","","","MLTF","","","","GMD021700","1"
23464892,"GMD021701.pdf","GMD021701.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Memos and Other Documentation","MISC","2006","","MLTF","","","","GMD021701","1"
8409998,"GMD021702.pdf","GMD021702.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Memos and Other Documents","MISC","","","MLTF","","","","GMD021702","1"
4474813,"GMD021713.pdf","GMD021713.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Statutes and Regulations","MISC","1997","","MLTF","","","","GMD021713","1"
5257412,"GMD021703.pdf","GMD021703.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GinnieNet 2020 Version 6.0 Multifamily Training","MISC","Aug-04","","MLTF","","","","GMD021703","1"
2578167,"GMD021714.pdf","GMD021714.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Participating in Ginnie Mae Programs - Information and Forms","MISC","","","MLTF","","","","GMD021714","1"
2483074,"GMD021704.pdf","GMD021704.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Special Project Group: Ginnie Mae Issuer Statement Review Training","MISC","12/12/2006","","MLTF","","","","GMD021704","1"
3176211,"GMD021705.pdf","GMD021705.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","The HUD Manager's Guide to Effective Union Interactions","MISC","","","MLTF","","","","GMD021705","1"
14130919,"GMD021715.pdf","GMD021715.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GNMA 5500.1B - Chapter 16. Project Loan Pools","MISC","Sep-73","","MLTF","","","","GMD021715","1"
9633670,"GMD021716.pdf","GMD021716.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GNMA 5500.1B - Appendix 24","MISC","Sep-73","","MLTF","","","","GMD021716","1"
5131380,"GMD021706.pdf","GMD021706.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Statutes and Regulations","MISC","1997","","MLTF","","","","GMD021706","1"
2759816,"GMD021707.pdf","GMD021707.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Statutes and Regulations Guide","MISC","Nov-06","","MLTF","","","","GMD021707","1"
335584,"GMD021717.pdf","GMD021717.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Guarantees Popular for FHA Deals","MISC","Mar-05","","MLTF","","","","GMD021717","1"
7889809,"GMD021708.pdf","GMD021708.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Participating in Ginnie Mae Programs - Information and Forms","MISC","","","MLTF","","","","GMD021708","1"
20685089,"GMD021709.pdf","GMD021709.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Underwriting Forms Catalog","MISC","Nov-93","","MLTF","","","","GMD021709","1"
14511363,"GMD021710.pdf","GMD021710.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Guaranteed Rural Rental Housing Program Origination and Servicing Handbook 0575-0174","MISC","7/16/1999","","MLTF","","","","GMD021710","1"
5179748,"GMD021711.pdf","GMD021711.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Study to Evaluate the Adequacy of the GNMA Guaranty Fee Rate to Cover Program Losses Resulting from Issuer Defaults","MISC","Jul-91","","MLTF","","","","GMD021711","1"
3367400,"GMD021718.pdf","GMD021718.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Staff Report: Enhancing Disclosure in the Mortgage-Backed Securities Markets","MISC","Jan-03","","MLTF","","","","GMD021718","1"
940684,"GMD021719.pdf","GMD021719.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Lehman Brothers: CMBS Market Presentation","MISC","2/7/2000","","MLTF","","","","GMD021719","1"
28643052,"GMD021712.pdf","GMD021712.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GinnieNET on the Web - Multifamily Pool Processing Training Guide","MISC","Aug-06","","MLTF","","","","GMD021712","1"
2639709,"GMD021720.pdf","GMD021720.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Customer Satisfaction Survey Summary Multifamily Issuers","MISC","1/20/2000","","MLTF","","","","GMD021720","1"
57043305,"GMD021721.pdf","GMD021721.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","HUD Multifamily Accelerated Processing","MISC","1/20/2000","","MLTF","","","","GMD021721","1"
4726287,"GMD021722.pdf","GMD021722.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Transmittal Handbook No: 4430.1 Rev-1","MISC","9/23/1992","","MLTF","","","","GMD021722","1"
442810,"GMD021723.pdf","GMD021723.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Delinquent Project Loans - Expanded Procedures - Module 11","MISC","9/27/1992","","MLTF","","","","GMD021723","1"
1918533,"GMD021729.pdf","GMD021729.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Participating in Ginnie Mae Programs - Information and Forms","MISC","","","MLTF","","","","GMD021729","1"
315838,"GMD021724.pdf","GMD021724.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Portfolio Information Expanded Procedures - Module 12","MISC","9/28/1992","","MLTF","","","","GMD021724","1"
4819635,"GMD021730.pdf","GMD021730.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","HUD-Held Project Servicing Handbook","MISC","Sep-70","","MLTF","","","","GMD021730","1"
635002,"GMD021725.pdf","GMD021725.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","FHA Special Escrow Bank Accounts Expanded Procedures - Module 13","MISC","2/28/1992","","MLTF","","","","GMD021725","1"
3941271,"GMD021731.pdf","GMD021731.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Transmittal for Handbook No 4350.1 Rev-1 CHG-8","MISC","7/18/1995","","MLTF","","","","GMD021731","1"
570616,"GMD021726.pdf","GMD021726.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","T&I Custodial Account Escrow Analysis Expanded Procedures - Module 14","MISC","2/20/1992","","MLTF","","","","GMD021726","1"
9230004,"GMD021732.pdf","GMD021732.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Notice H 95-64 (HUD) for Handbook 4350.1 Rev-1 CHG-8","MISC","7/18/1995","","MLTF","","","","GMD021732","1"
2378710,"GMD021727.pdf","GMD021727.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Co-insured Loans Expanded Procedures - Module 15","MISC","2/28/1992","","MLTF","","","","GMD021727","1"
4580278,"GMD021728.pdf","GMD021728.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Departmental Staff - Reviewing Annual and Monthly Financial Reports","MISC","Feb-81","","MLTF","","","","GMD021728","1"
261222676,"GMD021733.pdf","GMD021733.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Wells Fargo Multifamily Capital - Co-op City Bronx, NY 223(f) Firm Submission Ginnie Mae Copy","MISC","9/17/2012","","MLTF","","","","GMD021733","1"
